#838582,#838582,72,222,66,228,72,228
#FFC6C6,#FFC6C6,84,240,90,240,84,246
#978B7B,#978B7B,12,48,6,54,12,54
#232321,#232321,432,132,426,138,432,138
#4D392E,#4D392E,390,348,384,354,390,354
#181816,#181816,144,402,150,402,144,408
#30312C,#30312C,48,366,42,372,48,372
#C1CFEC,#C1CFEC,174,228,180,228,174,234
#3D352A,#3D352A,408,48,414,48,408,54
#21201B,#21201B,96,354,90,360,96,360
#B9AE9A,#B9AE9A,72,60,78,60,72,66
#AEB0AD,#AEB0AD,540,78,534,84,540,84
#D0CCCB,#D0CCCB,438,6,432,12,438,12
#5D4C3C,#5D4C3C,378,168,372,174,378,174
#D2CBC3,#D2CBC3,354,168,360,168,354,174
#733F43,#733F43,144,294,138,300,144,300
#837D71,#837D71,102,120,96,126,102,126
#616777,#616777,294,264,300,264,294,270
#1F201A,#1F201A,522,114,528,114,522,120
#A18766,#A18766,312,174,318,174,312,180
#9D8E87,#9D8E87,462,282,456,288,462,288
#383934,#383934,144,324,138,330,144,330
#CABBA4,#CABBA4,42,72,36,78,42,78
#5C554D,#5C554D,0,180,6,180,0,186
#AFA98F,#AFA98F,42,168,36,174,42,174
#604A3D,#604A3D,426,198,432,198,426,204
#A77B78,#A77B78,366,234,360,240,366,240
#8E918A,#8E918A,72,192,78,192,72,198
#A08687,#A08687,426,240,420,246,426,246
#63514F,#63514F,270,276,276,276,270,282
#3C231E,#3C231E,156,366,150,372,156,372
#272823,#272823,150,342,144,348,150,348
#7B2E34,#7B2E34,192,390,186,396,192,396
#604B3A,#604B3A,378,150,372,156,378,156
#A96C6B,#A96C6B,72,318,78,318,72,324
#A59188,#A59188,336,228,330,234,336,234
#A19184,#A19184,468,180,474,180,468,186
#4B4640,#4B4640,0,288,6,288,0,294
#655F61,#655F61,234,228,240,228,234,234
#B4B5B9,#B4B5B9,522,12,516,18,522,18
#161817,#161817,432,426,438,426,432,432
#5D473C,#5D473C,60,276,54,282,60,282
#2E2E2C,#2E2E2C,114,408,120,408,114,414
#843330,#843330,90,348,96,348,90,354
#E1CFA1,#E1CFA1,324,246,318,252,324,252
#252722,#252722,414,144,420,144,414,150
#C72C32,#C72C32,360,324,354,330,360,330
#8E2B30,#8E2B30,234,390,240,390,234,396
#6B6A55,#6B6A55,180,18,186,18,180,24
#BFBBBA,#BFBBBA,246,258,240,264,246,264
#7B796D,#7B796D,216,174,210,180,216,180
#2D261C,#2D261C,444,102,450,102,444,108
#614A42,#614A42,432,204,426,210,432,210
#511716,#511716,348,420,342,426,348,426
#765A4C,#765A4C,456,318,450,324,456,324
#60625F,#60625F,78,408,84,408,78,414
#4C433C,#4C433C,438,276,444,276,438,282
#6C635C,#6C635C,450,276,444,282,450,282
#754448,#754448,180,300,186,300,180,306
#895E58,#895E58,234,66,228,72,234,72
#A1A4A9,#A1A4A9,540,12,546,12,540,18
#E2DEDF,#E2DEDF,156,300,162,300,156,306
#302B25,#302B25,522,150,516,156,522,156
#52534B,#52534B,342,48,336,54,342,54
#EF6268,#EF6268,192,288,186,294,192,294
#B85C51,#B85C51,210,0,204,6,210,6
#191917,#191917,564,444,570,444,564,450
#3D3329,#3D3329,414,72,408,78,414,78
#51514F,#51514F,492,444,498,444,492,450
#B5A993,#B5A993,78,150,72,156,78,156
#5C4742,#5C4742,426,234,432,234,426,240
#B2B4A9,#B2B4A9,588,306,594,306,588,312
#353732,#353732,588,258,582,264,588,264
#1A1A18,#1A1A18,378,402,384,402,378,408
#998E88,#998E88,462,294,468,294,462,300
#7E7771,#7E7771,252,216,258,216,252,222
#D3D4CF,#D3D4CF,402,12,396,18,402,18
#1A1A18,#1A1A18,444,426,438,432,444,432
#312D24,#312D24,456,72,450,78,456,78
#6A685C,#6A685C,258,198,264,198,258,204
#70685D,#70685D,138,66,132,72,138,72
#D3D4CF,#D3D4CF,384,54,378,60,384,60
#8C6C55,#8C6C55,504,384,510,384,504,390
#898480,#898480,162,126,156,132,162,132
#CE7F92,#CE7F92,114,240,120,240,114,246
#242621,#242621,408,132,402,138,408,138
#E75E65,#E75E65,240,294,234,300,240,300
#34352F,#34352F,42,444,36,450,42,450
#4C2D2B,#4C2D2B,348,228,354,228,348,234
#514336,#514336,342,288,348,288,342,294
#211D1C,#211D1C,558,96,552,102,558,102
#6C5243,#6C5243,492,312,498,312,492,318
#B5B6B8,#B5B6B8,468,42,474,42,468,48
#624B39,#624B39,516,216,510,222,516,222
#717366,#717366,582,360,576,366,582,366
#A07E63,#A07E63,366,78,372,78,366,84
#B7A9A6,#B7A9A6,204,60,210,60,204,66
#EFEFEF,#EFEFEF,36,120,42,120,36,126
#171310,#171310,276,384,270,390,276,390
#21231E,#21231E,486,438,480,444,486,444
#3A3024,#3A3024,414,54,408,60,414,60
#706762,#706762,438,282,444,282,438,288
#71726D,#71726D,36,240,42,240,36,246
#5A5148,#5A5148,246,12,240,18,246,18
#C1C1BF,#C1C1BF,498,72,492,78,498,78
#41382F,#41382F,432,312,426,318,432,318
#684B3B,#684B3B,270,366,276,366,270,372
#B6BDC7,#B6BDC7,192,234,186,240,192,240
#837C72,#837C72,144,114,150,114,144,120
#20211C,#20211C,90,366,84,372,90,372
#9F8B82,#9F8B82,492,270,486,276,492,276
#615C56,#615C56,174,180,168,186,174,186
#A9B4D0,#A9B4D0,240,240,234,246,240,246
#9E9085,#9E9085,330,180,336,180,330,186
#433E38,#433E38,240,168,234,174,240,174
#503929,#503929,366,402,360,408,366,408
#62635B,#62635B,276,174,282,174,276,180
#7A7C77,#7A7C77,24,204,30,204,24,210
#232321,#232321,414,216,420,216,414,222
#8D8379,#8D8379,126,60,120,66,126,66
#958E7E,#958E7E,108,36,102,42,108,42
#745543,#745543,468,426,474,426,468,432
#2C251D,#2C251D,408,84,414,84,408,90
#5F605A,#5F605A,60,432,54,438,60,438
#4C4D48,#4C4D48,576,378,570,384,576,384
#99877B,#99877B,18,138,12,144,18,144
#5D6055,#5D6055,54,408,60,408,54,414
#948B7C,#948B7C,90,138,84,144,90,144
#3E3F3A,#3E3F3A,30,312,24,318,30,318
#D1616D,#D1616D,120,264,114,270,120,270
#7B7C77,#7B7C77,30,240,36,240,30,246
#3D3A35,#3D3A35,546,426,540,432,546,432
#664B3A,#664B3A,258,378,264,378,258,384
#A4A4A4,#A4A4A4,552,204,558,204,552,210
#89857C,#89857C,258,96,252,102,258,102
#562226,#562226,414,324,408,330,414,330
#252621,#252621,198,342,204,342,198,348
#534A43,#534A43,216,108,210,114,216,114
#53493F,#53493F,420,114,426,114,420,120
#7B776E,#7B776E,138,192,144,192,138,198
#312622,#312622,378,276,384,276,378,282
#675241,#675241,384,156,378,162,384,162
#5D4B3F,#5D4B3F,438,306,444,306,438,312
#666560,#666560,204,162,198,168,204,168
#946E59,#946E59,534,126,528,132,534,132
#212320,#212320,210,336,216,336,210,342
#656559,#656559,288,54,282,60,288,60
#59504B,#59504B,204,102,198,108,204,108
#747168,#747168,222,156,228,156,222,162
#4D4F4C,#4D4F4C,198,444,204,444,198,450
#745E51,#745E51,486,162,492,162,486,168
#755A49,#755A49,486,228,480,234,486,234
#CD96AB,#CD96AB,102,222,96,228,102,228
#BE8A63,#BE8A63,318,270,312,276,318,276
#B1544D,#B1544D,192,72,198,72,192,78
#AC676A,#AC676A,432,240,438,240,432,246
#444643,#444643,540,342,546,342,540,348
#DBCFC1,#DBCFC1,132,0,126,6,132,6
#8F807D,#8F807D,468,282,474,282,468,288
#4D2C23,#4D2C23,462,174,456,180,462,180
#333530,#333530,66,384,60,390,66,390
#A95E72,#A95E72,120,228,126,228,120,234
#816653,#816653,552,126,546,132,552,132
#7A7C77,#7A7C77,30,234,36,234,30,240
#9397A0,#9397A0,528,0,522,6,528,6
#494B46,#494B46,576,384,570,390,576,390
#7C5F4F,#7C5F4F,474,408,480,408,474,414
#F0F0D,#F0F0D,456,342,462,342,456,348
#AAACAB,#AAACAB,582,174,576,180,582,180
#D2C6AE,#D2C6AE,132,174,126,180,132,180
#67503E,#67503E,522,318,516,324,522,324
#892A2E,#892A2E,246,342,252,342,246,348
#E4E3EB,#E4E3EB,282,228,288,228,282,234
#898270,#898270,24,132,18,138,24,138
#191B1A,#191B1A,444,408,438,414,444,414
#121411,#121411,402,360,408,360,402,366
#D56774,#D56774,198,264,204,264,198,270
#BC8A89,#BC8A89,396,228,390,234,396,234
#E8D19D,#E8D19D,330,204,324,210,330,210
#AEA296,#AEA296,126,12,132,12,126,18
#121210,#121210,252,426,258,426,252,432
#101010,#101010,456,336,462,336,456,342
#4C4B47,#4C4B47,42,270,48,270,42,276
#CA3B41,#CA3B41,360,318,354,324,360,324
#C0CCE4,#C0CCE4,174,228,168,234,174,234
#441819,#441819,354,372,348,378,354,378
#C1BFC0,#C1BFC0,498,54,492,60,498,60
#7A766B,#7A766B,144,138,150,138,144,144
#282924,#282924,390,84,384,90,390,90
#674834,#674834,468,210,462,216,468,216
#555648,#555648,468,174,462,180,468,180
#20221D,#20221D,438,132,444,132,438,138
#3E3E3C,#3E3E3C,192,336,198,336,192,342
#584133,#584133,414,294,408,300,414,300
#C0BEBF,#C0BEBF,462,24,468,24,462,30
#3E403B,#3E403B,582,276,588,276,582,282
#59493A,#59493A,504,156,498,162,504,162
#6B5446,#6B5446,450,312,444,318,450,318
#9A9182,#9A9182,96,36,102,36,96,42
#51514F,#51514F,498,444,492,450,498,450
#7D614C,#7D614C,486,222,492,222,486,228
#F2FCFF,#F2FCFF,258,240,252,246,258,246
#131512,#131512,204,402,210,402,204,408
#3D2F2E,#3D2F2E,354,234,360,234,354,240
#7A766A,#7A766A,246,204,252,204,246,210
#EAE3D1,#EAE3D1,36,30,42,30,36,36
#77574A,#77574A,432,60,438,60,432,66
#BCC0C9,#BCC0C9,168,216,174,216,168,222
#896650,#896650,450,378,444,384,450,384
#121210,#121210,300,444,294,450,300,450
#131313,#131313,192,396,198,396,192,402
#876450,#876450,198,0,192,6,198,6
#A9A5A2,#A9A5A2,522,210,528,210,522,216
#232822,#232822,402,234,396,240,402,240
#272624,#272624,174,336,180,336,174,342
#82837D,#82837D,78,204,72,210,78,210
#8B8879,#8B8879,252,192,246,198,252,198
#514745,#514745,264,42,270,42,264,48
#282A29,#282A29,138,432,132,438,138,438
#ABA08E,#ABA08E,72,18,66,24,72,24
#DAD0B7,#DAD0B7,66,108,72,108,66,114
#866151,#866151,528,384,534,384,528,390
#656764,#656764,438,192,432,198,438,198
#8E929D,#8E929D,594,36,588,42,594,42
#FFFFFD,#FFFFFD,12,90,6,96,12,96
#1F1F1F,#1F1F1F,156,420,162,420,156,426
#A6938F,#A6938F,516,258,510,264,516,264
#62635B,#62635B,552,360,558,360,552,366
#312D24,#312D24,432,96,438,96,432,102
#A79F8C,#A79F8C,84,144,78,150,84,150
#89857A,#89857A,114,126,120,126,114,132
#E0E0E,#E0E0E,300,438,294,444,300,444
#644938,#644938,276,366,282,366,276,372
#3E403B,#3E403B,108,420,102,426,108,426
#E65F66,#E65F66,198,294,204,294,198,300
#929493,#929493,564,228,570,228,564,234
#27241F,#27241F,516,114,522,114,516,120
#3E342A,#3E342A,414,84,420,84,414,90
#311F1B,#311F1B,288,414,294,414,288,420
#7A7C77,#7A7C77,30,204,24,210,30,210
#E96D63,#E96D63,186,0,180,6,186,6
#979797,#979797,558,240,564,240,558,246
#797B76,#797B76,36,228,30,234,36,234
#564D48,#564D48,204,108,198,114,204,114
#8C3C45,#8C3C45,372,414,378,414,372,420
#634C3E,#634C3E,318,180,324,180,318,186
#22211D,#22211D,462,354,456,360,462,360
#E88490,#E88490,192,252,186,258,192,258
#F7F0DE,#F7F0DE,270,108,264,114,270,114
#64645C,#64645C,282,162,276,168,282,168
#121210,#121210,252,426,246,432,252,432
#651F1F,#651F1F,294,408,288,414,294,414
#544643,#544643,396,222,402,222,396,228
#37141A,#37141A,264,402,270,402,264,408
#826857,#826857,546,204,540,210,546,210
#A9ABA8,#A9ABA8,90,420,84,426,90,426
#6A4743,#6A4743,66,258,60,264,66,264
#4A3E32,#4A3E32,492,174,486,180,492,180
#B8B8B8,#B8B8B8,516,54,522,54,516,60
#9B9D9C,#9B9D9C,582,192,588,192,582,198
#ACA094,#ACA094,120,42,114,48,120,48
#6B6C66,#6B6C66,72,414,66,420,72,420
#C8373E,#C8373E,366,318,360,324,366,324
#825E46,#825E46,528,186,534,186,528,192
#978C7A,#978C7A,24,42,30,42,24,48
#B9BBBA,#B9BBBA,474,132,468,138,474,138
#4C231F,#4C231F,498,174,504,174,498,180
#221B15,#221B15,546,102,540,108,546,108
#685342,#685342,396,210,402,210,396,216
#656357,#656357,168,24,174,24,168,30
#6A6C5E,#6A6C5E,510,342,516,342,510,348
#242422,#242422,180,330,186,330,180,336
#11110F,#11110F,432,390,426,396,432,396
#606255,#606255,306,90,300,96,306,96
#9B9D9C,#9B9D9C,588,210,582,216,588,216
#CA393E,#CA393E,348,318,354,318,348,324
#1E1F1A,#1E1F1A,120,366,114,372,120,372
#F1FBFA,#F1FBFA,234,234,240,234,234,240
#D0C9C3,#D0C9C3,354,132,348,138,354,138
#191813,#191813,528,102,522,108,528,108
#807E72,#807E72,108,156,102,162,108,162
#908B85,#908B85,102,186,108,186,102,192
#666759,#666759,288,6,282,12,288,12
#827E73,#827E73,240,132,234,138,240,138
#7E624D,#7E624D,504,312,498,318,504,318
#581E1D,#581E1D,300,354,306,354,300,360
#745340,#745340,438,174,444,174,438,180
#A2A2A0,#A2A2A0,564,174,570,174,564,180
#FCF5EB,#FCF5EB,270,42,276,42,270,48
#929493,#929493,552,246,558,246,552,252
#A59989,#A59989,90,12,84,18,90,18
#312A22,#312A22,480,336,474,342,480,342
#9F9482,#9F9482,12,30,18,30,12,36
#B16C65,#B16C65,192,270,198,270,192,276
#895F46,#895F46,450,156,456,156,450,162
#B3A598,#B3A598,240,210,246,210,240,216
#E0E0C,#E0E0C,402,414,396,420,402,420
#4D392E,#4D392E,384,354,390,354,384,360
#C1B8B1,#C1B8B1,426,12,420,18,426,18
#FFFDFF,#FFFDFF,84,222,78,228,84,228
#503F35,#503F35,498,360,492,366,498,366
#3B3B39,#3B3B39,168,330,174,330,168,336
#F2F6F5,#F2F6F5,180,234,186,234,180,240
#756F63,#756F63,246,168,240,174,246,174
#636357,#636357,288,78,294,78,288,84
#72746F,#72746F,30,372,36,372,30,378
#DE4B53,#DE4B53,252,318,258,318,252,324
#E0E0C,#E0E0C,378,414,384,414,378,420
#26231E,#26231E,438,18,444,18,438,24
#5F615E,#5F615E,594,246,588,252,594,252
#5C6164,#5C6164,600,354,594,360,600,360
#827B71,#827B71,150,120,144,126,150,126
#7A7C77,#7A7C77,36,234,30,240,36,240
#DCAAAB,#DCAAAB,66,258,72,258,66,264
#817964,#817964,576,318,582,318,576,324
#504543,#504543,384,216,390,216,384,222
#894C4B,#894C4B,234,48,240,48,234,54
#7B797A,#7B797A,306,360,312,360,306,366
#230E0D,#230E0D,414,384,420,384,414,390
#ADA193,#ADA193,120,36,114,42,120,42
#8E929D,#8E929D,552,0,558,0,552,6
#111310,#111310,438,396,444,396,438,402
#1E1F1A,#1E1F1A,102,378,108,378,102,384
#5D4837,#5D4837,492,324,486,330,492,330
#CA444F,#CA444F,264,294,258,300,264,300
#584534,#584534,480,192,486,192,480,198
#161614,#161614,192,420,198,420,192,426
#978F82,#978F82,78,78,72,84,78,84
#8D877B,#8D877B,174,132,168,138,174,138
#544236,#544236,426,270,420,276,426,276
#9FA1A0,#9FA1A0,582,198,576,204,582,204
#29261F,#29261F,546,108,552,108,546,114
#8E3E4B,#8E3E4B,348,288,354,288,348,294
#2D2E28,#2D2E28,36,354,30,360,36,360
#524B43,#524B43,210,114,204,120,210,120
#4D3D2E,#4D3D2E,402,318,396,324,402,324
#998E7C,#998E7C,18,36,12,42,18,42
#8E3E4B,#8E3E4B,354,288,348,294,354,294
#171813,#171813,528,108,522,114,528,114
#9EA1AA,#9EA1AA,594,12,600,12,594,18
#342D25,#342D25,462,24,456,30,462,30
#3B3F3E,#3B3F3E,582,336,588,336,582,342
#635B48,#635B48,18,150,12,156,18,156
#A39787,#A39787,30,96,24,102,30,102
#4D4E49,#4D4E49,360,42,354,48,360,48
#97917B,#97917B,204,186,198,192,204,192
#906E55,#906E55,432,378,438,378,432,384
#855551,#855551,234,48,228,54,234,54
#DD4C59,#DD4C59,174,276,168,282,174,282
#DED8CC,#DED8CC,126,126,132,126,126,132
#70716B,#70716B,300,150,306,150,300,156
#DED8DC,#DED8DC,192,246,186,252,192,252
#2A2924,#2A2924,564,108,558,114,564,114
#E6E2D7,#E6E2D7,366,36,372,36,366,42
#CFC7B4,#CFC7B4,270,126,264,132,270,132
#9B3B3C,#9B3B3C,126,288,132,288,126,294
#BEBEBE,#BEBEBE,126,444,120,450,126,450
#3F1404,#3F1404,240,396,234,402,240,402
#5E6158,#5E6158,306,96,300,102,306,102
#604E40,#604E40,438,324,432,330,438,330
#B15B4E,#B15B4E,198,30,192,36,198,36
#C0C0BE,#C0C0BE,510,84,516,84,510,90
#955F43,#955F43,360,378,366,378,360,384
#F2F1F6,#F2F1F6,294,234,300,234,294,240
#694C3E,#694C3E,264,378,270,378,264,384
#FAA4AF,#FAA4AF,108,246,102,252,108,252
#785E47,#785E47,324,120,330,120,324,126
#606261,#606261,54,192,48,198,54,198
#E5E4EA,#E5E4EA,294,228,288,234,294,234
#44413A,#44413A,558,408,564,408,558,414
#5F5D51,#5F5D51,234,126,228,132,234,132
#9C9384,#9C9384,78,54,84,54,78,60
#9C9680,#9C9680,204,174,210,174,204,180
#C8C3BF,#C8C3BF,54,66,48,72,54,72
#D3889C,#D3889C,138,240,132,246,138,246
#BFBDBE,#BFBDBE,546,30,540,36,546,36
#252621,#252621,558,132,564,132,558,138
#151513,#151513,252,444,258,444,252,450
#E65D64,#E65D64,216,300,222,300,216,306
#65675A,#65675A,534,348,540,348,534,354
#B2B8D0,#B2B8D0,204,234,198,240,204,240
#5A5C51,#5A5C51,114,198,120,198,114,204
#B2B8D0,#B2B8D0,198,234,204,234,198,240
#80827D,#80827D,0,204,6,204,0,210
#381010,#381010,342,414,348,414,342,420
#B5B5B5,#B5B5B5,552,30,558,30,552,36
#7E644D,#7E644D,162,36,168,36,162,42
#A49888,#A49888,36,6,30,12,36,12
#817B6F,#817B6F,90,150,96,150,90,156
#4D423C,#4D423C,438,114,444,114,438,120
#332A23,#332A23,480,342,474,348,480,348
#6E655C,#6E655C,24,174,30,174,24,180
#C4C5C0,#C4C5C0,510,42,516,42,510,48
#9B8A83,#9B8A83,498,288,492,294,498,294
#43372B,#43372B,306,306,300,312,306,312
#604A3C,#604A3C,378,144,384,144,378,150
#9E343E,#9E343E,354,300,348,306,354,306
#675040,#675040,408,210,402,216,408,216
#E5E2D1,#E5E2D1,24,96,18,102,24,102
#834343,#834343,90,276,96,276,90,282
#9D8A84,#9D8A84,510,282,504,288,510,288
#A5A7A6,#A5A7A6,588,138,594,138,588,144
#595A54,#595A54,30,444,24,450,30,450
#292522,#292522,372,114,366,120,372,120
#BCBABB,#BCBABB,486,42,492,42,486,48
#78543A,#78543A,402,66,396,72,402,72
#E3EDE4,#E3EDE4,180,12,174,18,180,18
#826651,#826651,510,312,504,318,510,318
#33342F,#33342F,114,438,120,438,114,444
#BAAF99,#BAAF99,36,78,42,78,36,84
#B7C2DE,#B7C2DE,210,234,204,240,210,240
#CAC7C2,#CAC7C2,468,78,474,78,468,84
#4C4D47,#4C4D47,558,312,552,318,558,318
#8B353E,#8B353E,360,294,366,294,360,300
#BBB2A1,#BBB2A1,30,0,24,6,30,6
#DC4450,#DC4450,234,294,228,300,234,300
#535459,#535459,288,276,294,276,288,282
#67675B,#67675B,294,42,288,48,294,48
#695647,#695647,408,150,414,150,408,156
#1A1C17,#1A1C17,114,384,108,390,114,390
#888075,#888075,186,132,192,132,186,138
#63564E,#63564E,360,120,366,120,360,126
#584234,#584234,348,276,342,282,348,282
#2D1B0D,#2D1B0D,528,192,534,192,528,198
#292A25,#292A25,132,336,138,336,132,342
#5F493B,#5F493B,456,138,450,144,456,144
#583C30,#583C30,378,378,384,378,378,384
#181A19,#181A19,180,444,174,450,180,450
#5D504A,#5D504A,192,78,198,78,192,84
#585E5E,#585E5E,576,294,570,300,576,300
#635A51,#635A51,150,96,156,96,150,102
#8B8279,#8B8279,168,138,174,138,168,144
#D7E0E5,#D7E0E5,168,228,162,234,168,234
#1F1E1A,#1F1E1A,402,258,408,258,402,264
#C5C1B8,#C5C1B8,204,132,210,132,204,138
#BB8B87,#BB8B87,414,228,408,234,414,234
#8C8F96,#8C8F96,576,36,582,36,576,42
#5D4638,#5D4638,276,354,270,360,276,360
#AFA98F,#AFA98F,36,168,42,168,36,174
#836952,#836952,468,378,462,384,468,384
#604438,#604438,318,312,312,318,318,318
#BDB9BA,#BDB9BA,534,24,528,30,534,30
#6A685C,#6A685C,228,132,234,132,228,138
#D39E76,#D39E76,360,174,366,174,360,180
#654E3C,#654E3C,492,330,486,336,492,336
#241C19,#241C19,540,102,534,108,540,108
#52534B,#52534B,312,156,306,162,312,162
#ECE8E9,#ECE8E9,204,246,198,252,204,252
#282826,#282826,216,342,222,342,216,348
#715643,#715643,480,396,486,396,480,402
#805952,#805952,168,60,174,60,168,66
#685244,#685244,444,360,438,366,444,366
#524437,#524437,462,294,456,300,462,300
#32332B,#32332B,576,426,570,432,576,432
#5D4B37,#5D4B37,540,312,546,312,540,318
#97807A,#97807A,462,270,468,270,462,276
#FFFCEC,#FFFCEC,264,114,270,114,264,120
#51392D,#51392D,288,330,294,330,288,336
#45453B,#45453B,48,282,54,282,48,288
#967D79,#967D79,48,306,54,306,48,312
#D39773,#D39773,366,324,372,324,366,330
#9C917F,#9C917F,36,84,42,84,36,90
#A4A4A4,#A4A4A4,564,186,558,192,564,192
#9C8985,#9C8985,510,270,504,276,510,276
#C4C6C3,#C4C6C3,30,402,24,408,30,408
#321412,#321412,348,396,342,402,348,402
#41433E,#41433E,594,390,600,390,594,396
#7A5E49,#7A5E49,378,72,372,78,378,78
#35362E,#35362E,6,354,0,360,6,360
#252422,#252422,174,342,168,348,174,348
#DAD5D1,#DAD5D1,354,72,348,78,354,78
#15100C,#15100C,252,414,258,414,252,420
