#DD4750,#DD4750,282,312,288,312,282,318
#1B1B19,#1B1B19,114,390,120,390,114,396
#4C392A,#4C392A,264,366,258,372,264,372
#745A4B,#745A4B,360,102,354,108,360,108
#211813,#211813,372,408,378,408,372,414
#E4E8F1,#E4E8F1,216,240,210,246,216,246
#9A9383,#9A9383,132,186,138,186,132,192
#906C54,#906C54,498,198,492,204,498,204
#7C2828,#7C2828,258,348,252,354,258,354
#D17E92,#D17E92,132,246,138,246,132,252
#2E2F29,#2E2F29,60,306,66,306,60,312
#77312F,#77312F,372,294,378,294,372,300
#1C1C1A,#1C1C1A,444,438,438,444,444,444
#44211D,#44211D,126,360,132,360,126,366
#343432,#343432,570,126,564,132,570,132
#6A6359,#6A6359,168,48,162,54,168,54
#16130E,#16130E,228,432,222,438,228,438
#373934,#373934,72,396,78,396,72,402
#F36F7A,#F36F7A,234,282,228,288,234,288
#32281C,#32281C,540,108,534,114,540,114
#EDF2EB,#EDF2EB,174,12,168,18,174,18
#582824,#582824,516,198,510,204,516,204
#A2A4A3,#A2A4A3,576,204,582,204,576,210
#785339,#785339,444,384,450,384,444,390
#B4B4B6,#B4B4B6,588,84,594,84,588,90
#919594,#919594,570,234,564,240,570,240
#D4CDC7,#D4CDC7,348,138,354,138,348,144
#CCCBC6,#CCCBC6,372,54,378,54,372,60
#716E65,#716E65,252,186,246,192,252,192
#E44E59,#E44E59,228,300,234,300,228,306
#C2C2C2,#C2C2C2,498,78,492,84,498,84
#837B70,#837B70,102,102,108,102,102,108
#242621,#242621,498,432,504,432,498,438
#B1B1AF,#B1B1AF,90,426,84,432,90,432
#12140F,#12140F,222,408,216,414,222,414
#503433,#503433,114,354,120,354,114,360
#8E919A,#8E919A,498,12,492,18,498,18
#3A2C21,#3A2C21,414,78,408,84,414,84
#53544C,#53544C,72,432,78,432,72,438
#895E58,#895E58,228,66,234,66,228,72
#97797B,#97797B,348,246,342,252,348,252
#EDEBDE,#EDEBDE,276,96,270,102,276,102
#111310,#111310,444,396,438,402,444,402
#373934,#373934,78,396,72,402,78,402
#5A4F4B,#5A4F4B,192,90,198,90,192,96
#4E514A,#4E514A,312,180,306,186,312,186
#6A433E,#6A433E,78,270,72,276,78,276
#50514B,#50514B,582,378,576,384,582,384
#E1DDD1,#E1DDD1,564,342,558,348,564,348
#111610,#111610,246,372,240,378,246,378
#9C9E9D,#9C9E9D,582,216,588,216,582,222
#181712,#181712,552,96,546,102,552,102
#CBCDC8,#CBCDC8,480,66,474,72,480,72
#AC8161,#AC8161,318,138,312,144,318,144
#47443D,#47443D,12,294,6,300,12,300
#272820,#272820,60,342,54,348,60,348
#35241C,#35241C,234,378,228,384,234,384
#501819,#501819,330,390,324,396,330,396
#817F73,#817F73,150,186,144,192,150,192
#42433E,#42433E,588,384,594,384,588,390
#44382C,#44382C,456,234,450,240,456,240
#5A514C,#5A514C,246,54,252,54,246,60
#292B26,#292B26,66,378,72,378,66,384
#575852,#575852,564,378,558,384,564,384
#D48090,#D48090,144,246,150,246,144,252
#D1D0CB,#D1D0CB,396,66,390,72,396,72
#E1515A,#E1515A,180,282,174,288,180,288
#D1B3AB,#D1B3AB,192,72,186,78,192,78
#A85241,#A85241,222,66,228,66,222,72
#E2D6C6,#E2D6C6,18,0,24,0,18,6
#3E403D,#3E403D,108,414,102,420,108,420
#131210,#131210,294,396,288,402,294,402
#5B3F33,#5B3F33,300,330,294,336,300,336
#C5C4BF,#C5C4BF,342,180,336,186,342,186
#1E1B16,#1E1B16,444,84,438,90,444,90
#898176,#898176,84,150,90,150,84,156
#1C1B17,#1C1B17,126,372,132,372,126,378
#E55A5F,#E55A5F,252,324,258,324,252,330
#191917,#191917,126,390,120,396,126,396
#9C9C9C,#9C9C9C,564,222,570,222,564,228
#51392D,#51392D,294,330,288,336,294,336
#1F211C,#1F211C,96,372,90,378,96,378
#635957,#635957,108,276,114,276,108,282
#1F201B,#1F201B,96,366,90,372,96,372
#11110F,#11110F,318,444,312,450,318,450
#674D3E,#674D3E,510,336,504,342,510,342
#2E2F29,#2E2F29,528,432,522,438,528,438
#333530,#333530,576,282,582,282,576,288
#626461,#626461,84,414,90,414,84,420
#51524C,#51524C,312,198,306,204,312,204
#818177,#818177,102,180,96,186,102,186
#272823,#272823,180,330,174,336,180,336
#211811,#211811,528,126,522,132,528,132
#514745,#514745,6,264,12,264,6,270
#E0E0E,#E0E0E,384,426,378,432,384,432
#C43940,#C43940,366,318,372,318,366,324
#6C5648,#6C5648,444,336,438,342,444,342
#523F31,#523F31,228,444,222,450,228,450
#D7D3D0,#D7D3D0,384,42,390,42,384,48
#674A4E,#674A4E,252,222,258,222,252,228
#6A6C5E,#6A6C5E,516,342,510,348,516,348
#59544E,#59544E,144,192,150,192,144,198
#31322A,#31322A,24,330,30,330,24,336
#302923,#302923,462,42,456,48,462,48
#4E4A49,#4E4A49,48,264,54,264,48,270
#4F302B,#4F302B,54,288,60,288,54,294
#6A564B,#6A564B,234,12,228,18,234,18
#2E271F,#2E271F,456,54,462,54,456,60
#262520,#262520,444,78,438,84,444,84
#581A1D,#581A1D,306,372,312,372,306,378
#7A786C,#7A786C,144,174,138,180,144,180
#AAACAB,#AAACAB,576,174,582,174,576,180
#A3A5A4,#A3A5A4,594,174,600,174,594,180
#D0DBEF,#D0DBEF,162,210,156,216,162,216
#55443A,#55443A,426,330,432,330,426,336
#DDEDFC,#DDEDFC,198,228,192,234,198,234
#5A514C,#5A514C,192,96,198,96,192,102
#8B583D,#8B583D,360,384,366,384,360,390
#605D56,#605D56,240,150,234,156,240,156
#696B6A,#696B6A,600,276,594,282,600,282
#65605C,#65605C,192,204,186,210,192,210
#D8CEB3,#D8CEB3,60,132,66,132,60,138
#674A4E,#674A4E,258,222,252,228,258,228
#161813,#161813,180,396,186,396,180,402
#221E1B,#221E1B,558,102,552,108,558,108
#555241,#555241,564,348,570,348,564,354
#B8B4AB,#B8B4AB,132,18,126,24,132,24
#574636,#574636,360,192,366,192,360,198
#D2D3CE,#D2D3CE,408,0,402,6,408,6
#DFD7D5,#DFD7D5,396,0,390,6,396,6
#A6A7A9,#A6A7A9,594,204,600,204,594,210
#7E5857,#7E5857,336,246,330,252,336,252
#B3A799,#B3A799,6,60,0,66,6,66
#574E49,#574E49,186,120,180,126,186,126
#91282C,#91282C,246,336,252,336,246,342
#B6AB97,#B6AB97,66,78,60,84,66,84
#410C04,#410C04,348,348,342,354,348,354
#DCD6C0,#DCD6C0,126,174,120,180,126,180
#939999,#939999,84,174,78,180,84,180
#B3B3B3,#B3B3B3,564,78,570,78,564,84
#B1A8A9,#B1A8A9,102,210,108,210,102,216
#20201E,#20201E,180,348,186,348,180,354
#4F181B,#4F181B,330,390,336,390,330,396
#F1110,#F1110,420,426,414,432,420,432
#2E2828,#2E2828,348,240,354,240,348,246
#CF8699,#CF8699,114,234,120,234,114,240
#44382C,#44382C,450,234,456,234,450,240
#6B5446,#6B5446,384,198,390,198,384,204
#494F4D,#494F4D,558,300,564,300,558,306
#B15548,#B15548,216,60,222,60,216,66
#35221C,#35221C,450,264,444,270,450,270
#765B48,#765B48,372,144,378,144,372,150
#593F32,#593F32,372,378,378,378,372,384
#CAC9D1,#CAC9D1,318,222,324,222,318,228
#705949,#705949,498,234,504,234,498,240
#D7D3D0,#D7D3D0,384,18,378,24,384,24
#C1C0BE,#C1C0BE,402,24,408,24,402,30
#4E4D48,#4E4D48,42,258,36,264,42,264
#999DA6,#999DA6,528,6,522,12,528,12
#84817C,#84817C,90,192,96,192,90,198
#483622,#483622,474,138,480,138,474,144
#C4B2A6,#C4B2A6,516,204,510,210,516,210
#575A51,#575A51,330,78,324,84,330,84
#AD8482,#AD8482,390,240,384,246,390,246
#F1F6F2,#F1F6F2,294,246,288,252,294,252
#5C514D,#5C514D,186,90,180,96,186,96
#424645,#424645,594,318,600,318,594,324
#AC5247,#AC5247,210,60,216,60,210,66
#BAC6E0,#BAC6E0,282,216,288,216,282,222
#795944,#795944,426,66,420,72,426,72
#4E3530,#4E3530,90,342,96,342,90,348
#5D5644,#5D5644,210,138,216,138,210,144
#9D9280,#9D9280,60,6,54,12,60,12
#EFCB99,#EFCB99,354,198,348,204,354,204
#7E786C,#7E786C,198,156,204,156,198,162
#7F262C,#7F262C,210,396,204,402,210,402
#242621,#242621,402,132,408,132,402,138
#7E7D83,#7E7D83,270,234,276,234,270,240
#867E71,#867E71,96,90,90,96,96,96
#4B4D42,#4B4D42,354,48,348,54,354,54
#785849,#785849,462,138,456,144,462,144
#D9D6CD,#D9D6CD,336,168,330,174,336,174
#4A4036,#4A4036,234,426,240,426,234,432
#786C6E,#786C6E,186,12,192,12,186,18
#AB5244,#AB5244,216,54,222,54,216,60
#9D9F9E,#9D9F9E,594,216,588,222,594,222
#A8A9AB,#A8A9AB,540,66,546,66,540,72
#FFFFFA,#FFFFFA,132,96,138,96,132,102
#AF8D72,#AF8D72,330,114,336,114,330,120
#A9AAAC,#A9AAAC,576,72,582,72,576,78
#322B23,#322B23,474,354,480,354,474,360
#534A45,#534A45,12,258,6,264,12,264
#847C6F,#847C6F,174,156,168,162,174,162
#54564B,#54564B,6,396,12,396,6,402
#C7C6CC,#C7C6CC,318,228,324,228,318,234
#6C5245,#6C5245,348,102,354,102,348,108
#9F9482,#9F9482,30,18,24,24,30,24
#A49888,#A49888,96,6,90,12,96,12
#93948E,#93948E,288,198,282,204,288,204
#2F302B,#2F302B,108,318,102,324,108,324
#2C2D25,#2C2D25,18,342,24,342,18,348
#BCBDC1,#BCBDC1,510,18,504,24,510,24
#6E584A,#6E584A,426,174,420,180,426,180
#4F4138,#4F4138,444,348,450,348,444,354
#43443C,#43443C,42,390,48,390,42,396
#978E7F,#978E7F,90,60,84,66,90,66
#BABBBD,#BABBBD,510,12,516,12,510,18
#7E746A,#7E746A,150,24,144,30,150,30
#3F1F20,#3F1F20,114,360,108,366,114,366
#BEBEC0,#BEBEC0,480,6,474,12,480,12
#534A43,#534A43,222,96,228,96,222,102
#434039,#434039,6,306,12,306,6,312
#785E51,#785E51,402,174,396,180,402,180
#6B4A3B,#6B4A3B,288,354,282,360,288,360
#353630,#353630,498,414,504,414,498,420
#604B3A,#604B3A,480,234,474,240,480,240
#242623,#242623,114,426,120,426,114,432
#32332E,#32332E,72,402,66,408,72,408
#E44E59,#E44E59,234,300,228,306,234,306
#323230,#323230,564,438,570,438,564,444
#584F46,#584F46,240,18,246,18,240,24
#554536,#554536,480,366,474,372,480,372
#D0C6BC,#D0C6BC,342,132,336,138,342,138
#ABAAB0,#ABAAB0,558,72,564,72,558,78
#39221A,#39221A,492,258,486,264,492,264
#996C71,#996C71,420,258,426,258,420,264
#DDCDD0,#DDCDD0,102,270,108,270,102,276
#D5D3C7,#D5D3C7,336,168,342,168,336,174
#8A4442,#8A4442,126,294,120,300,126,300
#654E3C,#654E3C,486,330,492,330,486,336
#E130F,#E130F,234,426,228,432,234,432
#757671,#757671,222,174,228,174,222,180
#ABAAB0,#ABAAB0,564,72,558,78,564,78
#53544C,#53544C,0,408,6,408,0,414
#BEBEC0,#BEBEC0,474,6,480,6,474,12
#7B604F,#7B604F,492,228,486,234,492,234
#69665F,#69665F,312,24,306,30,312,30
#A89C8C,#A89C8C,60,42,66,42,60,48
#41433E,#41433E,552,330,558,330,552,336
#B7525A,#B7525A,156,288,162,288,156,294
#D5B584,#D5B584,450,198,456,198,450,204
#151513,#151513,252,438,246,444,252,444
#E6E1DB,#E6E1DB,270,18,276,18,270,24
#615A50,#615A50,252,204,258,204,252,210
#564F3F,#564F3F,432,84,438,84,432,90
#41423D,#41423D,120,330,114,336,120,336
#742520,#742520,276,402,282,402,276,408
#BCBBC1,#BCBBC1,192,240,198,240,192,246
#564535,#564535,414,282,420,282,414,288
#131311,#131311,258,438,252,444,258,444
#30312B,#30312B,522,414,516,420,522,420
#675541,#675541,534,114,540,114,534,120
#B3B4B6,#B3B4B6,582,114,588,114,582,120
#5C4438,#5C4438,300,312,306,312,300,318
#4A3B34,#4A3B34,426,318,432,318,426,324
#57594E,#57594E,30,432,24,438,30,438
#70716B,#70716B,222,216,228,216,222,222
#D3C8B2,#D3C8B2,264,138,270,138,264,144
#C1B59F,#C1B59F,72,144,66,150,72,150
#5F5450,#5F5450,174,90,180,90,174,96
#E05C50,#E05C50,204,12,210,12,204,18
#D2CFC8,#D2CFC8,354,144,360,144,354,150
#848D88,#848D88,78,186,72,192,78,192
#2C2D25,#2C2D25,12,342,6,348,12,348
#AFB0B2,#AFB0B2,564,66,570,66,564,72
#806552,#806552,510,306,516,306,510,312
#D7BA98,#D7BA98,336,222,330,228,336,228
#4E3D33,#4E3D33,324,258,330,258,324,264
#54564B,#54564B,354,6,360,6,354,12
#F2EDDA,#F2EDDA,204,138,210,138,204,144
#483829,#483829,240,414,234,420,240,420
#686A5D,#686A5D,318,42,324,42,318,48
#8A8C89,#8A8C89,60,210,54,216,60,216
#654F41,#654F41,384,168,378,174,384,174
#E6747C,#E6747C,156,6,162,6,156,12
#5B2824,#5B2824,516,186,510,192,516,192
#69675B,#69675B,282,90,288,90,282,96
#C54D4C,#C54D4C,276,318,282,318,276,324
#403227,#403227,468,144,474,144,468,150
#AE805E,#AE805E,372,156,366,162,372,162
#F2FFFF,#F2FFFF,282,216,276,222,282,222
#6D655A,#6D655A,150,54,144,60,150,60
#D1CCC8,#D1CCC8,480,96,486,96,480,102
#625D59,#625D59,132,90,138,90,132,96
#594638,#594638,330,276,336,276,330,282
#E08B9E,#E08B9E,162,246,156,252,162,252
#6D5646,#6D5646,450,336,444,342,450,342
#B7AB95,#B7AB95,78,126,84,126,78,132
#9F9FA7,#9F9FA7,486,12,492,12,486,18
#5A4033,#5A4033,246,408,240,414,246,414
#3E3936,#3E3936,564,114,570,114,564,120
#564335,#564335,306,288,312,288,306,294
#9EA09F,#9EA09F,600,210,594,216,600,216
#5B5B51,#5B5B51,12,438,6,444,12,444
#9F9383,#9F9383,30,36,36,36,30,42
#896650,#896650,444,378,450,378,444,384
#4E4B46,#4E4B46,18,270,24,270,18,276
#AC8161,#AC8161,312,138,318,138,312,144
#7A5E49,#7A5E49,372,72,378,72,372,78
#D8D0CD,#D8D0CD,462,96,468,96,462,102
#D1B99D,#D1B99D,444,204,450,204,444,210
#886954,#886954,540,120,546,120,540,126
#836958,#836958,540,228,546,228,540,234
#78766A,#78766A,192,0,186,6,192,6
#98B9C2,#98B9C2,84,180,78,186,84,186
#ACADAF,#ACADAF,576,48,570,54,576,54
#4E3C30,#4E3C30,414,366,408,372,414,372
#FFA99B,#FFA99B,138,258,144,258,138,264
#656064,#656064,294,252,300,252,294,258
#58544B,#58544B,540,396,546,396,540,402
#5F473B,#5F473B,336,282,330,288,336,288
#7B5B46,#7B5B46,348,114,354,114,348,120
#2E2721,#2E2721,456,48,450,54,456,54
#8C887C,#8C887C,126,102,120,108,126,108
#7D796E,#7D796E,282,156,276,162,282,162
#566061,#566061,570,390,576,390,570,396
#C0B5A1,#C0B5A1,72,72,66,78,72,78
#2E2119,#2E2119,432,120,426,126,432,126
#363A39,#363A39,402,396,396,402,402,402
#272528,#272528,216,444,210,450,216,450
#DF5258,#DF5258,258,312,264,312,258,318
#9599A2,#9599A2,504,0,510,0,504,6
#58544B,#58544B,546,396,540,402,546,402
#292927,#292927,216,360,210,366,216,366
#8D857A,#8D857A,108,60,114,60,108,66
#735C4A,#735C4A,462,126,456,132,462,132
#A6684F,#A6684F,360,372,366,372,360,378
#685546,#685546,390,198,396,198,390,204
#A24442,#A24442,276,414,282,414,276,420
#904645,#904645,90,312,96,312,90,318
#2F3028,#2F3028,402,96,408,96,402,102
#90949D,#90949D,534,78,528,84,534,84
#F0EAD0,#F0EAD0,270,138,276,138,270,144
#3C1D1A,#3C1D1A,474,258,468,264,474,264
#3E3936,#3E3936,570,114,564,120,570,120
#E77881,#E77881,114,258,120,258,114,264
#636B6D,#636B6D,582,402,588,402,582,408
#946460,#946460,216,72,222,72,216,78
#878986,#878986,54,222,48,228,54,228
#726B63,#726B63,426,222,432,222,426,228
#4D5049,#4D5049,306,192,312,192,306,198
#BABBB6,#BABBB6,492,102,498,102,492,108
#882E30,#882E30,234,336,228,342,234,342
#A6A7A9,#A6A7A9,582,126,588,126,582,132
#20221D,#20221D,438,150,432,156,438,156
#402B28,#402B28,96,336,90,342,96,342
#303129,#303129,12,348,18,348,12,354
#584F4A,#584F4A,252,24,258,24,252,30
#5A4D3D,#5A4D3D,306,342,300,348,306,348
#7A2B2E,#7A2B2E,228,342,234,342,228,348
#5C4A3C,#5C4A3C,378,186,372,192,378,192
#634C3C,#634C3C,498,348,504,348,498,354
#311F1D,#311F1D,498,252,492,258,498,258
#DEBE8F,#DEBE8F,312,270,306,276,312,276
#614E3F,#614E3F,468,186,474,186,468,192
#856455,#856455,450,60,444,66,450,66
#C0BFBA,#C0BFBA,486,126,492,126,486,132
#444A4A,#444A4A,594,336,600,336,594,342
#645C51,#645C51,174,66,168,72,174,72
#270E0A,#270E0A,504,258,510,258,504,264
#7E5857,#7E5857,330,246,336,246,330,252
#7E8387,#7E8387,264,228,270,228,264,234
#611D1E,#611D1E,318,372,324,372,318,378
#441819,#441819,348,372,354,372,348,378
#898A85,#898A85,24,378,30,378,24,384
#9B8881,#9B8881,480,276,474,282,480,282
#452018,#452018,486,264,480,270,486,270
#C5C5C3,#C5C5C3,498,78,504,78,498,84
#D9535E,#D9535E,180,294,186,294,180,300
#664D39,#664D39,486,132,492,132,486,138
#8D3740,#8D3740,360,294,354,300,360,300
#A39B88,#A39B88,84,120,90,120,84,126
#252523,#252523,156,324,162,324,156,330
#C3C0BB,#C3C0BB,504,102,498,108,504,108
#D39598,#D39598,60,306,54,312,60,312
#11110F,#11110F,288,384,294,384,288,390
#B5B7B6,#B5B7B6,546,54,540,60,546,60
#CAC9C7,#CAC9C7,462,18,468,18,462,24
#5B504C,#5B504C,192,90,186,96,192,96
#573D30,#573D30,246,390,252,390,246,396
#6A3A38,#6A3A38,72,342,78,342,72,348
#676558,#676558,288,24,294,24,288,30
#674D3E,#674D3E,468,210,474,210,468,216
#8D684D,#8D684D,432,384,426,390,432,390
#B3313B,#B3313B,234,384,228,390,234,390
#664D39,#664D39,492,132,486,138,492,138
#BFA489,#BFA489,60,162,66,162,60,168
#87877D,#87877D,234,174,228,180,234,180
#6C8782,#6C8782,108,204,102,210,108,210
#E7CEE3,#E7CEE3,162,216,156,222,162,222
#4F5146,#4F5146,306,150,312,150,306,156
#4F4F45,#4F4F45,24,384,30,384,24,390
#FAF8FB,#FAF8FB,204,252,210,252,204,258
#10100E,#10100E,258,438,264,438,258,444
#353732,#353732,582,258,588,258,582,264
#3B322B,#3B322B,426,324,420,330,426,330
#584536,#584536,480,198,474,204,480,204
#3D342B,#3D342B,462,360,456,366,462,366
#BCBABB,#BCBABB,522,78,516,84,522,84
#645343,#645343,486,150,480,156,486,156
#755848,#755848,480,390,486,390,480,396
#C0BEBF,#C0BEBF,468,24,462,30,468,30
#7B7D78,#7B7D78,24,372,30,372,24,378
#90949D,#90949D,588,42,582,48,588,48
#3C3229,#3C3229,414,360,408,366,414,366
#43443C,#43443C,36,300,30,306,36,306
#5D4739,#5D4739,402,300,396,306,402,306
#5D4C3C,#5D4C3C,372,192,378,192,372,198
#5E6156,#5E6156,330,42,324,48,330,48
#572530,#572530,408,336,402,342,408,342
#DED7BD,#DED7BD,48,18,42,24,48,24
#3F3F37,#3F3F37,498,390,492,396,498,396
#584D47,#584D47,258,18,252,24,258,24
#A18766,#A18766,318,174,312,180,318,180
#685546,#685546,402,192,408,192,402,198
#FFFEFF,#FFFEFF,246,234,252,234,246,240
#4F4842,#4F4842,0,276,6,276,0,282
#E3DADB,#E3DADB,270,324,276,324,270,330
#A0938A,#A0938A,120,48,126,48,120,54
#48171A,#48171A,228,390,234,390,228,396
#181712,#181712,546,96,540,102,546,102
#8D7F7C,#8D7F7C,522,252,516,258,522,258
#B0B1B3,#B0B1B3,558,66,552,72,558,72
#635041,#635041,324,138,330,138,324,144
#854F43,#854F43,450,174,456,174,450,180
#868982,#868982,30,396,36,396,30,402
#604F3F,#604F3F,432,330,438,330,432,336
#272318,#272318,528,150,522,156,528,156
#1F1F1D,#1F1F1D,180,360,174,366,180,366
#C83339,#C83339,360,330,366,330,360,336
#727064,#727064,270,168,264,174,270,174
#5E4B3A,#5E4B3A,534,114,528,120,534,120
#864C36,#864C36,252,360,258,360,252,366
#939290,#939290,198,168,204,168,198,174
#F7FFFF,#F7FFFF,204,228,210,228,204,234
#6D5440,#6D5440,480,228,474,234,480,234
#AEAEAE,#AEAEAE,570,114,576,114,570,120
#482C29,#482C29,108,348,114,348,108,354
#A99891,#A99891,516,288,522,288,516,294
#6C5B53,#6C5B53,474,180,480,180,474,186
#635A51,#635A51,156,96,150,102,156,102
#564D48,#564D48,12,246,6,252,12,252
#EFE3B1,#EFE3B1,360,150,366,150,360,156
#6F6F67,#6F6F67,18,240,12,246,18,246
#E4E0D5,#E4E0D5,84,252,78,258,84,258
#F110E,#F110E,276,426,282,426,276,432
#342D25,#342D25,456,24,462,24,456,30
#BAB1A0,#BAB1A0,54,0,60,0,54,6
#311C1B,#311C1B,342,336,348,336,342,342
